pr_id,pr_number,title,agent,user,state,total_comments,correctness_count,style_count,security_count,testing_count,other_count,correctness_pct,style_pct,security_pct,testing_pct,other_pct,primary_category
3231955292,32664,feat: finalize Swagger annotations implementation - Batch 9 cleanup,Claude_Code,spbolton,open,1,0,0,1,0,0,0.0,0.0,100.0,0.0,0.0,security
3232028428,24,Win-build-improvements,Claude_Code,Alexbeav,open,1,0,1,0,0,0,0.0,100.0,0.0,0.0,0.0,style
3232844270,359,feat: Implement asymmetric VMEC support (lasym=true),Claude_Code,krystophny,open,6,2,1,0,1,2,33.33333333333333,16.666666666666664,0.0,16.666666666666664,33.33333333333333,correctness
3234102722,318,chore: Convert hive-mind coordination system to TypeScript,Claude_Code,lanemc,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3212961701,113,fix: Add missing logger.js and resolve MCP server issues (v1.0.17),Claude_Code,ruvnet,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3214555104,16658,Add function signature breaking change detector,Claude_Code,harupy,closed,4,0,0,0,2,2,0.0,0.0,0.0,50.0,50.0,testing
3214724259,5489,feat: add comprehensive test coverage for forms plugin,Claude_Code,wtfsayo,closed,3,1,1,0,1,0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,correctness
3214782537,1538,Major Architecture Refactor - Configuration System Overhaul with RSFC Integration,Claude_Code,delano,closed,9,6,0,2,1,0,66.66666666666666,0.0,22.22222222222222,11.11111111111111,0.0,correctness
3214876564,5490,fix: critical issues in action chaining implementation,Claude_Code,wtfsayo,closed,20,16,1,0,1,2,80.0,5.0,0.0,5.0,10.0,correctness
3215730319,157910,Fix logdet returning finite values for singular matrices on CUDA ,Claude_Code,soumith,open,19,8,0,0,3,8,42.10526315789473,0.0,0.0,15.789473684210526,42.10526315789473,correctness
3215868710,2454,feat: add split-pr command for managing large pull requests,Claude_Code,NoritakaIkeda,closed,9,0,4,0,2,3,0.0,44.44444444444444,0.0,22.22222222222222,33.33333333333333,style
3216678691,3584,IOS-4845 Update CLAUDE.md to prevent AI signatures in commits,Claude_Code,ignatovv,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3216706697,32609,feat: Add comprehensive GitHub Actions workflow documentation,Claude_Code,spbolton,closed,5,0,1,0,1,3,0.0,20.0,0.0,20.0,60.0,other
3216793862,467,fix(shell): all shellcheck issues (except quotes),Claude_Code,kojiromike,closed,3,0,0,0,0,3,0.0,0.0,0.0,0.0,100.0,other
3164503419,40,Fix Claude animation flickering with vt10x-inspired terminal state deduplication,Claude_Code,hjanuschka,closed,7,3,1,0,2,1,42.857142857142854,14.285714285714285,0.0,28.57142857142857,14.285714285714285,correctness
3164567685,1008,fix: Complete removal of all mock/placeholder code and fix signature validation (#1007),Claude_Code,AtlantisPleb,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3164736230,1017,feat: Implement autonomous marketplace agent (Issue #1013),Claude_Code,AtlantisPleb,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3165023078,100,Convert to typescript,Claude_Code,jefago,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3165060364,1021,"feat: Implement NIPs from SNSTR, nostr-tools, and NDK (Issue #913)",Claude_Code,AtlantisPleb,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3165146820,1022,docs: Clean up nostr package and add comprehensive documentation,Claude_Code,AtlantisPleb,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3165176791,1664,feat: Add T-SQL dialect support,Claude_Code,Fank,closed,10,3,1,0,4,2,30.0,10.0,0.0,40.0,20.0,testing
3165407647,52,feat: Add Behat BDD testing framework integration,Claude_Code,YOzaz,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3165431934,1028,feat: Update slides presentation with new content and improvements,Claude_Code,AtlantisPleb,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3165440543,1030,Fix agents page module resolution error and update slides presentation,Claude_Code,AtlantisPleb,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3165441855,1031,fix: Remove SDK import causing module resolution error on agents page,Claude_Code,AtlantisPleb,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3165503646,1033,fix: Replace REST API with WebSocket for agent spawning,Claude_Code,AtlantisPleb,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3271660213,81,feat: upgrade to Expo SDK 53 with modern architecture and tooling,Claude_Code,wataru-maeda,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3271740125,82,docs: improve README structure and add comprehensive script documentation,Claude_Code,wataru-maeda,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3271748860,1727,fix: handle PUT/UPDATE operations when gateway has no peer connections,Claude_Code,sanity,closed,5,2,0,0,3,0,40.0,0.0,0.0,60.0,0.0,testing
3271943252,4158,fix: add comprehensive global readonly superuser endpoint testing (PROJQUAY-8279),Claude_Code,HammerMeetNail,open,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3271988317,1264,feat: Complete Convex→Confect migration + Device sync research and APM improvements,Claude_Code,AtlantisPleb,closed,4,2,1,0,1,0,50.0,25.0,0.0,25.0,0.0,correctness
3272275087,114,feat: Add tag support for API Keys and fix OAuth token exchange,Claude_Code,Alfonsxh,closed,1,0,0,0,0,1,0.0,0.0,0.0,0.0,100.0,other
3272397381,273,Fix: Preserve empty string config values in StripConfig,Claude_Code,davidvasandani,open,1,0,0,0,0,1,0.0,0.0,0.0,0.0,100.0,other
3272907868,182,feat: Implement secure blockchain key storage with encryption and audit logging,Claude_Code,YOzaz,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3273233066,1037,feat: implement comprehensive species tracking system with seasonal/yearly detection badges,Claude_Code,tphakala,closed,7,5,0,0,2,0,71.42857142857143,0.0,0.0,28.57142857142857,0.0,correctness
3273243547,5828,"fix(tool-stub): use URL hash as version for HTTP backend with ""latest""",Claude_Code,jdx,closed,2,1,0,0,1,0,50.0,0.0,0.0,50.0,0.0,correctness
3273580906,61007,management-api-for-apache-cassandra-5.0: update to v0.1.106,Claude_Code,dnegreira,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3273752719,512,📚 Comprehensive Maestro Workflow Guide & Documentation,Claude_Code,tommy-ca,closed,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0,correctness
3274038425,519,"Alpha.78: Agent System Fix, Hooks Improvements & GitHub CLI Safety",Claude_Code,ruvnet,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3219102497,7692,Test version update error handling,Claude_Code,tkoyama010,closed,2,0,1,0,1,0,0.0,50.0,0.0,50.0,0.0,style
3219880512,10340,feat(backend): Integrate GCS file storage with automatic expiration for Agent File Input,Claude_Code,majdyz,closed,23,3,2,0,6,12,13.043478260869565,8.695652173913043,0.0,26.08695652173913,52.17391304347826,other
3220223180,86,[DEV] Triton-viz Visualizer 2.0,Claude_Code,mark14wu,closed,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0,correctness
3220367089,936,Fix race conditions in myaudio package,Claude_Code,tphakala,closed,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0,correctness
3221520140,157,fix: unify static file paths across Deno and Node.js builds,Claude_Code,sugyan,closed,1,0,1,0,0,0,0.0,100.0,0.0,0.0,0.0,style
3222101465,2520,♻️ Refactor database schema design workflow to use function agents and messages,Claude_Code,MH4GF,closed,8,3,3,0,2,0,37.5,37.5,0.0,25.0,0.0,correctness
2876006908,3375,Improve list and collection materializers performance,Claude_Code,strickvl,closed,1,0,1,0,0,0,0.0,100.0,0.0,0.0,0.0,style
2876533575,3651,Clarify error message for missing plugin versions,Claude_Code,iainmcgin,closed,2,1,0,0,0,1,50.0,0.0,0.0,0.0,50.0,correctness
2882576893,158,docs: add CLAUDE.md for development guidance,Claude_Code,ashwin-ant,closed,2,0,1,0,0,1,0.0,50.0,0.0,0.0,50.0,style
2883083776,163,Add CLAUDE.md with SDK development guide,Claude_Code,ashwin-ant,closed,1,0,0,0,0,1,0.0,0.0,0.0,0.0,100.0,other
2883609845,258,Upgrade to Go 1.24 and update dependencies,Claude_Code,umputun,closed,2,0,0,0,2,0,0.0,0.0,0.0,100.0,0.0,testing
2886171819,108,Fix assertion error in UniPC scheduler for high step counts,Claude_Code,g7adrian,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
2888099084,16510,chore: add CLAUDE.md with development guide,Claude_Code,trevorwhitney,closed,1,0,0,0,0,1,0.0,0.0,0.0,0.0,100.0,other
2888185420,8624,No-switching-tab-on-slice,Claude_Code,kennethjiang,closed,1,0,0,0,0,1,0.0,0.0,0.0,0.0,100.0,other
2888657232,126,Fix assertion error in UniPC scheduler for high step counts,Claude_Code,g7adrian,open,2,1,0,0,1,0,50.0,0.0,0.0,50.0,0.0,correctness
2889835337,60,feat: Add Amazon Bedrock integration,Claude_Code,danieldavidson,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
2889875255,61,feat: Add Amazon Bedrock integration,Claude_Code,danieldavidson,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
2889940236,70,fix: improve authentication with token refresh and expiry handling,Claude_Code,SpirusNox,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
2889940415,71,feat: enhance audio quality for playback,Claude_Code,SpirusNox,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
2892364501,1592,Add no_jobs_exit_timeout parameter to WorkerOptions,Claude_Code,nicocesar,open,2,0,0,0,1,1,0.0,0.0,0.0,50.0,50.0,testing
2892443818,11,example-demo: Add interactive token visualization with connecting lines,Claude_Code,rjeli,closed,4,0,0,1,0,3,0.0,0.0,25.0,0.0,75.0,other
2894762370,1371,feat: add AWS Bedrock support,Claude_Code,jxnl,closed,2,0,1,0,1,0,0.0,50.0,0.0,50.0,0.0,style
3246635062,341,Quad-damage-enhancements,Claude_Code,lucaschallamel,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3246680171,386,Add CLAUDE.md for development guidelines,Claude_Code,max-sixty,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3246681942,387,Update Python version to 3.12 and uv lockfile,Claude_Code,max-sixty,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3246684833,388,Add `move_nancorrmatrix` and `move_nancovmatrix` functions,Claude_Code,max-sixty,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3246764807,390,Add exponential moving matrix functions,Claude_Code,max-sixty,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3246796582,391,Avoid special-casing diagonals in matrix calcs,Claude_Code,max-sixty,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3262310380,713,refactor: rename chain_dag to chain_let for semantic clarity,Claude_Code,lmeyerov,closed,1,0,0,0,1,0,0.0,0.0,0.0,100.0,0.0,testing
3262649320,514,fix: implement comprehensive LiveStore events API with streaming and advanced filtering,Claude_Code,schickling,open,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3263199127,580,Fix multiline function signature parsing,Claude_Code,KristofferC,open,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3263692368,32088,fix(misc): validate workspace names to reject names starting with numbers,Claude_Code,ndcunningham,open,2,0,1,0,1,0,0.0,50.0,0.0,50.0,0.0,style
3263934382,1179,Implement Two-way Claude Code Session Sync between Desktop and Mobile Apps,Claude_Code,AtlantisPleb,closed,18,16,2,0,0,0,88.88888888888889,11.11111111111111,0.0,0.0,0.0,correctness
3098322647,6952,feat: add --catalog-only flag to run bundle command,Claude_Code,kaovilai,closed,1,0,0,0,0,1,0.0,0.0,0.0,0.0,100.0,other
3098972655,31380,chore(repo): setup claude code,Claude_Code,FrozenPandaz,closed,6,1,3,0,2,0,16.666666666666664,50.0,0.0,33.33333333333333,0.0,style
3142181649,19,Replace CLI subprocess approach with Claude Code SDK,Claude_Code,sugyan,closed,1,0,1,0,0,0,0.0,100.0,0.0,0.0,0.0,style
3142373237,5,feat: Add scan command with AI model search and parallel config generation,Claude_Code,dai-motoki,closed,1,0,1,0,0,0,0.0,100.0,0.0,0.0,0.0,style
3144015338,883,Fix: CoreSimulator API compatibility for Xcode 16+,Claude_Code,arkavo-com,closed,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0,correctness
3145238894,30,Implement bottom-to-top message flow with auto-scroll,Claude_Code,sugyan,closed,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0,correctness
3145249026,31,Implement bottom-to-top message flow layout,Claude_Code,sugyan,closed,1,0,1,0,0,0,0.0,100.0,0.0,0.0,0.0,style
3145923591,45,Feat/lerobot integration,Claude_Code,devsodhirao,open,2,1,0,0,0,1,50.0,0.0,0.0,0.0,50.0,correctness
3146518192,405,Add Python 3.14 and Windows ARM64 support to CI,Claude_Code,JessicaTegner,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3146561196,511,feat: add version management scripts and CI check,Claude_Code,jerome3o-anthropic,closed,3,3,0,0,0,0,100.0,0.0,0.0,0.0,0.0,correctness
3165597086,80,Implement automated demo recording CI/CD pipeline (closes #68),Claude_Code,sugyan,closed,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0,correctness
3165662397,144,feat: add proxy support for network-restricted environments,Claude_Code,yonghao2011,open,16,6,1,0,1,8,37.5,6.25,0.0,6.25,50.0,other
3165677582,5,Refactor: Transform to GitHub Issue Management System (#1),Claude_Code,nakamasato,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3165750951,53,feat: Complete Phase 5 - Real Bank Integration & API Documentation,Claude_Code,YOzaz,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3199027461,859,feat(notification): add structured logging with privacy scrubbing,Claude_Code,tphakala,closed,7,1,2,1,1,2,14.285714285714285,28.57142857142857,14.285714285714285,14.285714285714285,28.57142857142857,style
3199564335,4299,Fix parsing to better handle branch/tag/subdir specifiers in complex URLs and paths,Claude_Code,KristofferC,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3199623142,906,feat: create docs-v2 structure with diataxis framework,Claude_Code,felixweinberger,closed,4,2,1,1,0,0,50.0,25.0,25.0,0.0,0.0,correctness
3200679276,4304,Implement lazy loading for RegistryInstance to improve latency in operations where the registry does not need to be read,Claude_Code,KristofferC,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3200698874,59,🚀 Claude-Flow v2.0.0 Enterprise Release - Complete ruv-swarm Intelligence Integration,Claude_Code,ruvnet,closed,2,0,0,0,1,1,0.0,0.0,0.0,50.0,50.0,testing
3200946614,121,fix: replace unreliable FedericoCarboni/setup-ffmpeg with apt-get install,Claude_Code,sugyan,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3201567268,17613,stm32/eth: Improve Ethernet driver with link detection and static IP support.,Claude_Code,andrewleech,open,3,1,0,0,1,1,33.33333333333333,0.0,0.0,33.33333333333333,33.33333333333333,correctness
3202135682,4306,Fix reference_manifest_isolated_test to use temporary directory,Claude_Code,KristofferC,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3202692899,68,feat: Epic #66 - Global and Local Scopes for ruv-swarm (100% Complete),Claude_Code,jedarden,closed,4,1,0,0,3,0,25.0,0.0,0.0,75.0,0.0,testing
3203032594,75,fix: Resolve Issue #12 - MCP Server Discovery and Tool Registration Reliability,Claude_Code,ruvnet,closed,1,0,0,0,1,0,0.0,0.0,0.0,100.0,0.0,testing
3250080019,24542,[fix][broker]Fix thread safety issues in BucketDelayedDeliveryTracker with StampedLock optimistic reads,Claude_Code,Apurva007,closed,7,1,0,0,1,5,14.285714285714285,0.0,0.0,14.285714285714285,71.42857142857143,other
3250173556,393,Add exponential moving matrix functions to benchmarks,Claude_Code,max-sixty,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3250200794,394,Refactor matrix functions for fixed dimension conventions,Claude_Code,max-sixty,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3250235391,940,"[UI/UX] Implement Frontend Alias System: Rename ""Trading"" Skill → ""Crypto Trading""",Claude_Code,github-actions[bot],closed,2,1,1,0,0,0,50.0,50.0,0.0,0.0,0.0,correctness
3250272016,396,Clarify axis parameter behavior in README,Claude_Code,max-sixty,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3250477735,397,Optimize nancorrmatrix and nancovmatrix for cache locality,Claude_Code,max-sixty,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3250746691,61,Add Hot Reload Feature with File Watching and Manual Refresh,Claude_Code,yukukotani,closed,1,0,0,0,0,1,0.0,0.0,0.0,0.0,100.0,other
3251370397,13,feat: strip openrouter/ prefix from model name,Claude_Code,thiswillbeyourgithub,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3251544513,497,"feat(store): implement full LiveStore events API with advanced filtering, streaming, and batch querying",Claude_Code,terragon-labs[bot],closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3251609070,83,feat: implement comprehensive configuration validation framework,Claude_Code,joshukraine,closed,1,0,1,0,0,0,0.0,100.0,0.0,0.0,0.0,style
3107321792,7,"Fix comprehensive Windows compatibility issues - shell execution, file locking, and cross-platform support",Claude_Code,haasonsaas,closed,3,0,2,0,1,0,0.0,66.66666666666666,0.0,33.33333333333333,0.0,style
3109706862,249,fix: return compression info when primary output is disabled,Claude_Code,abretonc7s,closed,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0,correctness
3109791380,250,fix: prevent UninitializedPropertyAccessException crash in developer menu,Claude_Code,abretonc7s,closed,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0,correctness
3111420697,985,feat: add settings.local.json for permission configuration,Claude_Code,icedac,closed,1,0,0,0,0,1,0.0,0.0,0.0,0.0,100.0,other
3112345209,633,Remove outdated note about Claude.ai MCP support,Claude_Code,felixweinberger,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3114327280,639,Rename ResourceReference to ResourceTemplateReference in draft spec,Claude_Code,dsp-ant,closed,1,0,0,0,0,1,0.0,0.0,0.0,0.0,100.0,other
3115027048,1654,feat: Add version setting to blue-green deploy command,Claude_Code,partouf,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3115558470,4241,Add actor ID tracking to trace events,Claude_Code,Ankcorn,open,2,0,2,0,0,0,0.0,100.0,0.0,0.0,0.0,style
3115760621,486,fix: resolve dependency conflict preventing npx @modelcontextprotocol/inspector from running,Claude_Code,felixweinberger,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3116600521,261,feat\!: Add M4A support with preferRawStream option,Claude_Code,abretonc7s,closed,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0,correctness
3181506569,1110,feat: Complete Phase 1 MVP Storybook Components Implementation,Claude_Code,AtlantisPleb,closed,1,0,1,0,0,0,0.0,100.0,0.0,0.0,0.0,style
3181578456,1706,fix: T-SQL CV07 outer parentheses removal,Claude_Code,Fank,closed,6,1,1,0,0,4,16.666666666666664,16.666666666666664,0.0,0.0,66.66666666666666,other
3245454530,222,feat: Fix MCP Server integration and enhance UI components,Claude_Code,yordyi,open,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3245456977,4998,chore(providers): add GitHub Models provider,Claude_Code,mldangelo,closed,5,3,0,0,2,0,60.0,0.0,0.0,40.0,0.0,correctness
3245466752,1185,Fix `mcp-json` output format to include server name,Claude_Code,jlowin,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3245552368,150562,sql/stats: prevent stats collection in read-only tenants,Claude_Code,petermattis,closed,9,1,0,0,2,6,11.11111111111111,0.0,0.0,22.22222222222222,66.66666666666666,other
3245584783,707,feat(gfql): PR 1.3 - Call Operations for safe method execution,Claude_Code,lmeyerov,closed,2,0,0,0,1,1,0.0,0.0,0.0,50.0,50.0,testing
3245668511,189,fix: use proper units in queryStatisticsForQuantity to prevent crashes,Claude_Code,robertherber,closed,3,1,0,0,0,2,33.33333333333333,0.0,0.0,0.0,66.66666666666666,other
3245746342,390,Migrate code generator to Scala 3,Claude_Code,jadamcrain,closed,2,1,1,0,0,0,50.0,50.0,0.0,0.0,0.0,correctness
3245809034,1190,"Add --python, --project, and --with-requirements options to CLI commands",Claude_Code,jlowin,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3258872453,456,fix: resolve hive-mind sessions.forEach error (fixes #453),Claude_Code,misza-one,open,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3258945821,1193,✨ feat(multi-tenant): add dynamic IAM roles per tenant for isolated resource access,Claude_Code,ito-haruto24-fixer,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3259580896,975,add support for nextjs instrumentation,Claude_Code,zshannon,open,1,0,0,0,1,0,0.0,0.0,0.0,100.0,0.0,testing
3260232103,43,feat: add send-as alias support with custom display names,Claude_Code,ncannings,open,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3260236912,1287,feat: Add agent chat and runbook management,Claude_Code,daryllimyt,closed,4,2,0,0,0,2,50.0,0.0,0.0,0.0,50.0,correctness
3260720963,14151,Complete Pharmacy Payment Acceptance Functionality - Closes #14095,Claude_Code,buddhika75,closed,3,0,3,0,0,0,0.0,100.0,0.0,0.0,0.0,style
3260887009,1164,Fix startup errors and implement real-time Effect streaming,Claude_Code,AtlantisPleb,closed,6,5,0,0,1,0,83.33333333333334,0.0,0.0,16.666666666666664,0.0,correctness
3187718516,13,feat: Add generic tree-sitter parser with configuration file support,Claude_Code,mizchi,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3188858394,834,feat: implement async notification and telemetry system (Phase 1-3),Claude_Code,tphakala,closed,4,2,1,0,1,0,50.0,25.0,0.0,25.0,0.0,correctness
3188865855,1905,Feat: Barcode integration,Claude_Code,DonKoko,closed,3,1,2,0,0,0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,style
3189507528,839,feat(telemetry): Phase 7 - Initialization Safety,Claude_Code,tphakala,closed,19,6,7,0,2,4,31.57894736842105,36.84210526315789,0.0,10.526315789473683,21.052631578947366,style
3190199796,9,Add comment export feature on process termination,Claude_Code,yoshiko-pg,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3190390949,1279,Fix: Prevent empty query execution in vector store,Claude_Code,satococoa,closed,7,3,2,0,1,1,42.857142857142854,28.57142857142857,0.0,14.285714285714285,14.285714285714285,correctness
3086930190,53,feat: Add procedural API (v1) for flexible conversation analysis pipelines,Claude_Code,jxnl,closed,2,0,0,0,1,1,0.0,0.0,0.0,50.0,50.0,testing
3088173646,54,feat: Add Kura Explorer - Web interface for analyzing conversation clusters,Claude_Code,jxnl,closed,3,0,0,0,1,2,0.0,0.0,0.0,33.33333333333333,66.66666666666666,other
3088176007,55,feat: Add Kura Explorer database layer,Claude_Code,jxnl,closed,1,0,0,0,0,1,0.0,0.0,0.0,0.0,100.0,other
3088611576,76,Add dot notation access for workflow outputs,Claude_Code,obie,closed,1,0,1,0,0,0,0.0,100.0,0.0,0.0,0.0,style
3090065215,19,Add Claude CLI support with Strategy Pattern architecture (v0.6.0),Claude_Code,o2alexanderfedin,open,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3091332769,17,"feat: implement v0.2.0 with verbose logging, dry-run mode, and enhanced documentation",Claude_Code,intellectronica,closed,2,0,0,0,1,1,0.0,0.0,0.0,50.0,50.0,testing
3094661465,3551,Add systematic script to find ALL redundant SubClassOf axioms,Claude_Code,cmungall,open,11,3,2,0,2,4,27.27272727272727,18.181818181818183,0.0,18.181818181818183,36.36363636363637,other
3132739442,340,Consolidate algorithmic constants into comprehensive constants header,Claude_Code,jons-pf,closed,3,0,1,0,0,2,0.0,33.33333333333333,0.0,0.0,66.66666666666666,other
3132983801,341,"migrate m_evn/m_odd to k{Even,Odd}Parity",Claude_Code,jons-pf,closed,2,0,1,0,0,1,0.0,50.0,0.0,0.0,50.0,style
3133058562,196, Add Enhanced BMAD System: Complete Enterprise AI Development Platform with 4-Phase Implementation,Claude_Code,amarbunty,closed,3,1,1,0,0,1,33.33333333333333,33.33333333333333,0.0,0.0,33.33333333333333,correctness
3133399556,37,feat: environment variable support,Claude_Code,yuuki,closed,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,none
3133544722,42,Fix: Remove unnecessary async declarations from synchronous methods,Claude_Code,tpayet,closed,2,1,1,0,0,0,50.0,50.0,0.0,0.0,0.0,correctness
3135266974,170,Add sklearn-compatible pipelines for Bayesian bandits with separated arguments,Claude_Code,rishi-kulkarni,closed,1,0,0,0,1,0,0.0,0.0,0.0,100.0,0.0,testing
3136804156,7158,Show thumbnail description as visible text,Claude_Code,robertknight,closed,1,0,0,0,1,0,0.0,0.0,0.0,100.0,0.0,testing
3138027382,244,Add comprehensive workflow validation,Claude_Code,jonallured,closed,2,1,0,0,1,0,50.0,0.0,0.0,50.0,0.0,correctness
